order_id,customer_id,product_id,quantity,amount,payment_status,shipping_status,delivery_date
ORD0911,CUST0800,PROD361,3,3431.79,Paid,Processing,2026-04-13
ORD0912,CUST0602,PROD353,2,2875.8,Paid,Delivered,2026-04-29
ORD0913,CUST0443,PROD323,2,941.34,Paid,Cancelled,2026-04-11
ORD0914,CUST0429,PROD317,2,869.1,Paid,Shipped,2026-04-30
ORD0915,CUST0740,PROD436,1,1882.16,Paid,Cancelled,2026-04-15
ORD0916,CUST0548,PROD142,3,445.44,Pending,Cancelled,2026-04-27
ORD0917,CUST0152,PROD478,2,3999.7,Paid,Delivered,2026-04-10
ORD0918,CUST0125,PROD432,1,703.16,Pending,Shipped,2026-04-16
ORD0919,CUST0846,PROD365,1,1129.44,Pending,Shipped,2026-04-17
ORD0920,CUST0579,PROD009,3,766.29,Paid,Shipped,2026-04-13
ORD0921,CUST0229,PROD215,2,2255.8,Failed,Cancelled,2026-04-23
ORD0922,CUST0386,PROD249,5,6767.35,Failed,Shipped,2026-04-17
ORD0923,CUST0939,PROD416,1,1000.27,Paid,Cancelled,2026-04-29
ORD0924,CUST0894,PROD149,3,1507.17,Failed,Processing,2026-04-20
ORD0925,CUST0384,PROD284,3,4952.28,Failed,Shipped,2026-04-21
ORD0926,CUST0487,PROD156,4,1737.6,Paid,Processing,2026-04-21
ORD0927,CUST0407,PROD090,2,3378.18,Pending,Delivered,2026-04-21
ORD0928,CUST0761,PROD029,3,3644.94,Failed,Shipped,2026-04-21
ORD0929,CUST0938,PROD101,2,2930.42,Paid,Processing,2026-04-25
ORD0930,CUST0677,PROD134,2,591.98,Paid,Processing,2026-04-28
ORD0931,CUST0066,PROD040,1,1428.18,Failed,Shipped,2026-04-27
ORD0932,CUST0547,PROD211,2,2444.7,Pending,Shipped,2026-04-16
ORD0933,CUST0357,PROD137,5,6040.65,Failed,Shipped,2026-04-10
ORD0934,CUST0923,PROD389,2,3454.84,Pending,Cancelled,2026-04-19
ORD0935,CUST0972,PROD367,5,4105.3,Failed,Processing,2026-04-12
ORD0936,CUST0090,PROD001,4,2852.28,Pending,Delivered,2026-04-13
ORD0937,CUST0980,PROD018,1,1777.03,Failed,Delivered,2026-04-10
ORD0938,CUST0313,PROD190,4,1313.04,Failed,Processing,2026-04-22
ORD0939,CUST0460,PROD156,2,868.8,Pending,Delivered,2026-04-23
ORD0940,CUST0972,PROD346,5,787.4,Pending,Shipped,2026-04-27
ORD0941,CUST0198,PROD292,5,9508.5,Failed,Shipped,2026-04-25
ORD0942,CUST0236,PROD439,2,1383.38,Failed,Cancelled,2026-04-20
ORD0943,CUST0710,PROD290,4,4368.36,Pending,Delivered,2026-04-16
ORD0944,CUST0230,PROD451,5,3381.7,Failed,Cancelled,2026-04-26
ORD0945,CUST0135,PROD046,3,3725.4,Paid,Delivered,2026-04-30
ORD0946,CUST0788,PROD476,5,9942.85,Failed,Shipped,2026-04-21
ORD0947,CUST0931,PROD066,2,3279.48,Pending,Shipped,2026-04-16
ORD0948,CUST0808,PROD234,4,3226.68,Pending,Processing,2026-04-20
ORD0949,CUST0175,PROD278,2,1057.76,Pending,Processing,2026-04-11
ORD0950,CUST0301,PROD131,3,1996.86,Failed,Delivered,2026-04-24
ORD0951,CUST0677,PROD271,3,4193.25,Paid,Shipped,2026-04-10
ORD0952,CUST0770,PROD449,2,1737.46,Pending,Shipped,2026-04-12
ORD0953,CUST0648,PROD106,1,1124.18,Failed,Shipped,2026-04-12
ORD0954,CUST0590,PROD048,1,1199.81,Paid,Shipped,2026-04-16
ORD0955,CUST0375,PROD337,4,3485.36,Pending,Shipped,2026-04-27
ORD0956,CUST0558,PROD463,5,6612.6,Failed,Processing,2026-04-18
ORD0957,CUST0175,PROD398,2,1891.8,Pending,Cancelled,2026-04-12
ORD0958,CUST0114,PROD005,2,2244.72,Paid,Delivered,2026-04-14
ORD0959,CUST0091,PROD036,5,318.95,Failed,Cancelled,2026-04-13
ORD0960,CUST0511,PROD062,3,4614.72,Pending,Shipped,2026-04-26
ORD0961,CUST0021,PROD336,3,1291.17,Pending,Shipped,2026-04-16
ORD0962,CUST0088,PROD264,3,1043.76,Failed,Cancelled,2026-04-23
ORD0963,CUST0900,PROD342,1,934.6,Failed,Shipped,2026-04-25
ORD0964,CUST0378,PROD165,4,4592.68,Failed,Delivered,2026-04-20
ORD0965,CUST0110,PROD337,2,1742.68,Failed,Cancelled,2026-04-13
ORD0966,CUST0126,PROD203,2,1055.54,Failed,Cancelled,2026-04-27
ORD0967,CUST0784,PROD026,1,1243.75,Failed,Processing,2026-04-10
ORD0968,CUST0453,PROD419,2,1893.76,Paid,Cancelled,2026-04-17
ORD0969,CUST0191,PROD471,3,3556.14,Pending,Delivered,2026-04-22
ORD0970,CUST0232,PROD182,3,5182.02,Pending,Cancelled,2026-04-26
ORD0971,CUST0839,PROD258,4,1493.08,Failed,Processing,2026-04-17
ORD0972,CUST0028,PROD251,3,664.32,Failed,Cancelled,2026-04-15
ORD0973,CUST0890,PROD483,2,3853.58,Paid,Cancelled,2026-04-27
ORD0974,CUST0365,PROD199,4,6700.52,Pending,Processing,2026-04-19
ORD0975,CUST0906,PROD356,4,5740.6,Paid,Cancelled,2026-04-21
ORD0976,CUST0357,PROD117,3,4406.01,Failed,Processing,2026-04-26
ORD0977,CUST0972,PROD062,4,6152.96,Paid,Delivered,2026-04-26
ORD0978,CUST0409,PROD214,1,733.77,Failed,Delivered,2026-04-25
ORD0979,CUST0020,PROD303,1,1660.78,Failed,Delivered,2026-04-18
ORD0980,CUST0122,PROD056,2,1168.14,Paid,Cancelled,2026-04-22
ORD0981,CUST0091,PROD166,5,8778.7,Paid,Cancelled,2026-04-12
ORD0982,CUST0362,PROD015,3,1718.73,Pending,Delivered,2026-04-15
ORD0983,CUST0575,PROD163,1,714.39,Pending,Shipped,2026-04-24
ORD0984,CUST0230,PROD194,3,75.6,Paid,Delivered,2026-04-21
ORD0985,CUST0159,PROD028,1,550.3,Paid,Processing,2026-04-28
ORD0986,CUST0423,PROD492,3,1489.44,Pending,Cancelled,2026-04-10
ORD0987,CUST0917,PROD042,4,479.44,Failed,Shipped,2026-04-17
ORD0988,CUST0755,PROD065,5,8716.2,Failed,Shipped,2026-04-22
ORD0989,CUST0657,PROD187,2,2852.02,Failed,Processing,2026-04-20
ORD0990,CUST0250,PROD369,4,3097.72,Pending,Delivered,2026-04-30
ORD0991,CUST0012,PROD088,4,2426.96,Pending,Delivered,2026-04-28
ORD0992,CUST0504,PROD397,3,4799.58,Failed,Shipped,2026-04-21
ORD0993,CUST0605,PROD398,2,1891.8,Pending,Shipped,2026-04-14
ORD0994,CUST0674,PROD347,2,1227.78,Paid,Cancelled,2026-04-10
ORD0995,CUST0260,PROD386,5,5188.4,Failed,Cancelled,2026-04-29
ORD0996,CUST0867,PROD111,3,2914.38,Pending,Cancelled,2026-04-11
ORD0997,CUST0102,PROD214,2,1467.54,Failed,Cancelled,2026-04-30
ORD0998,CUST0639,PROD318,5,2817.9,Paid,Shipped,2026-04-24
ORD0999,CUST0392,PROD318,5,2817.9,Paid,Shipped,2026-04-14
ORD1000,CUST0380,PROD135,4,2068.88,Failed,Delivered,2026-04-11
ORD1001,CUST0545,PROD299,1,378.92,Pending,Cancelled,2026-04-10
ORD1002,CUST0206,PROD005,2,2244.72,Pending,Delivered,2026-04-28
ORD1003,CUST0184,PROD394,2,2275.48,Paid,Cancelled,2026-04-19
ORD1004,CUST0987,PROD029,3,3644.94,Pending,Delivered,2026-04-23
ORD1005,CUST0484,PROD330,1,1478.64,Failed,Processing,2026-04-30
ORD1006,CUST0237,PROD390,3,1689.36,Pending,Cancelled,2026-04-23
ORD1007,CUST0834,PROD084,3,2713.38,Pending,Processing,2026-04-23
ORD1008,CUST0340,PROD426,1,693.55,Failed,Shipped,2026-04-21
ORD1009,CUST0257,PROD085,3,2021.1,Pending,Processing,2026-04-20
ORD1010,CUST0769,PROD007,4,6779.84,Paid,Cancelled,2026-04-15
ORD1011,CUST0414,PROD328,3,1482.3,Paid,Cancelled,2026-04-11
ORD1012,CUST0782,PROD456,3,4396.95,Paid,Shipped,2026-04-27
ORD1013,CUST0462,PROD074,1,335.16,Paid,Shipped,2026-04-20
ORD1014,CUST0213,PROD191,4,3381.44,Pending,Delivered,2026-04-11
ORD1015,CUST0060,PROD084,5,4522.3,Pending,Cancelled,2026-04-10
ORD1016,CUST0076,PROD010,2,3572.92,Paid,Shipped,2026-04-14
ORD1017,CUST0386,PROD311,5,9218.45,Failed,Shipped,2026-04-27
ORD1018,CUST0650,PROD004,2,2489.98,Pending,Delivered,2026-04-25
ORD1019,CUST0736,PROD390,1,563.12,Pending,Cancelled,2026-04-22
ORD1020,CUST0231,PROD138,4,3791.36,Failed,Delivered,2026-04-17
ORD1021,CUST0914,PROD061,1,75.16,Failed,Shipped,2026-04-18
ORD1022,CUST0829,PROD324,4,3487.0,Paid,Cancelled,2026-04-30
ORD1023,CUST0289,PROD444,2,3669.84,Pending,Processing,2026-04-26
ORD1024,CUST0428,PROD099,2,901.62,Pending,Delivered,2026-04-22
ORD1025,CUST0244,PROD061,2,150.32,Paid,Cancelled,2026-04-22
ORD1026,CUST0619,PROD227,5,7632.45,Pending,Cancelled,2026-04-22
ORD1027,CUST0861,PROD234,2,1613.34,Paid,Delivered,2026-04-17
ORD1028,CUST0065,PROD421,5,5210.15,Paid,Delivered,2026-04-27
ORD1029,CUST0614,PROD389,2,3454.84,Failed,Cancelled,2026-04-30
ORD1030,CUST0958,PROD048,4,4799.24,Failed,Processing,2026-04-14
ORD1031,CUST0441,PROD305,2,992.14,Paid,Delivered,2026-04-14
ORD1032,CUST0819,PROD380,4,5929.6,Paid,Processing,2026-04-26
ORD1033,CUST0196,PROD461,5,5032.1,Paid,Cancelled,2026-04-26
ORD1034,CUST0882,PROD137,2,2416.26,Failed,Delivered,2026-04-25
ORD1035,CUST0588,PROD086,3,5928.75,Paid,Shipped,2026-04-19
ORD1036,CUST0142,PROD488,5,7833.25,Paid,Delivered,2026-04-13
ORD1037,CUST0586,PROD080,2,396.34,Paid,Processing,2026-04-26
ORD1038,CUST0083,PROD375,1,850.8,Paid,Processing,2026-04-24
ORD1039,CUST0877,PROD410,3,3194.34,Paid,Delivered,2026-04-21
ORD1040,CUST0675,PROD457,2,1587.94,Paid,Processing,2026-04-29
ORD1041,CUST0017,PROD186,1,912.26,Pending,Delivered,2026-04-14
ORD1042,CUST0616,PROD500,5,4031.05,Paid,Cancelled,2026-04-28
ORD1043,CUST0546,PROD168,3,3998.88,Paid,Cancelled,2026-04-25
ORD1044,CUST0638,PROD055,1,984.85,Pending,Processing,2026-04-16
ORD1045,CUST0992,PROD254,1,307.43,Failed,Processing,2026-04-22
ORD1046,CUST0790,PROD133,4,5086.12,Paid,Shipped,2026-04-24
ORD1047,CUST0122,PROD051,4,4694.08,Paid,Cancelled,2026-04-30
ORD1048,CUST0305,PROD035,4,3497.56,Paid,Delivered,2026-04-18
ORD1049,CUST0200,PROD097,2,3766.76,Failed,Cancelled,2026-04-21
ORD1050,CUST0545,PROD437,1,376.97,Failed,Shipped,2026-04-20
ORD1051,CUST0955,PROD274,1,162.92,Pending,Shipped,2026-04-12
ORD1052,CUST0607,PROD106,3,3372.54,Failed,Delivered,2026-04-21
ORD1053,CUST0610,PROD413,2,1563.18,Failed,Processing,2026-04-22
ORD1054,CUST0321,PROD407,3,3659.85,Failed,Shipped,2026-04-26
ORD1055,CUST0501,PROD119,4,5328.84,Paid,Processing,2026-04-17
ORD1056,CUST0354,PROD103,4,4117.28,Paid,Cancelled,2026-04-28
ORD1057,CUST0461,PROD452,4,5959.4,Paid,Processing,2026-04-30
ORD1058,CUST0643,PROD074,3,1005.48,Pending,Shipped,2026-04-26
ORD1059,CUST0600,PROD137,1,1208.13,Paid,Processing,2026-04-23
ORD1060,CUST0693,PROD427,2,1066.2,Pending,Cancelled,2026-04-14
ORD1061,CUST0881,PROD226,3,4947.93,Paid,Processing,2026-04-17
ORD1062,CUST0821,PROD493,5,5644.3,Paid,Shipped,2026-04-17
ORD1063,CUST0152,PROD031,4,4259.72,Failed,Cancelled,2026-04-13
ORD1064,CUST0924,PROD319,1,1069.97,Paid,Cancelled,2026-04-19
ORD1065,CUST0991,PROD060,5,7379.75,Paid,Shipped,2026-04-21
ORD1066,CUST0123,PROD390,1,563.12,Paid,Delivered,2026-04-18
ORD1067,CUST0498,PROD019,1,510.26,Failed,Processing,2026-04-16
ORD1068,CUST0099,PROD385,3,742.8,Paid,Processing,2026-04-20
ORD1069,CUST0177,PROD038,5,4256.7,Pending,Delivered,2026-04-21
ORD1070,CUST0509,PROD290,5,5460.45,Pending,Delivered,2026-04-26
ORD1071,CUST0567,PROD030,1,240.97,Failed,Cancelled,2026-04-15
ORD1072,CUST0963,PROD030,5,1204.85,Pending,Delivered,2026-04-22
ORD1073,CUST0572,PROD123,2,637.6,Pending,Cancelled,2026-04-17
ORD1074,CUST0573,PROD055,4,3939.4,Paid,Shipped,2026-04-13
ORD1075,CUST0750,PROD309,4,1435.0,Paid,Cancelled,2026-04-12
ORD1076,CUST0441,PROD116,1,707.72,Pending,Processing,2026-04-20
ORD1077,CUST0658,PROD374,3,4865.07,Paid,Shipped,2026-04-13
ORD1078,CUST0355,PROD021,5,492.75,Failed,Shipped,2026-04-30
ORD1079,CUST0239,PROD008,1,907.36,Paid,Shipped,2026-04-27
ORD1080,CUST0318,PROD356,2,2870.3,Paid,Shipped,2026-04-12
ORD1081,CUST0490,PROD033,5,3038.05,Pending,Delivered,2026-04-13
ORD1082,CUST0315,PROD204,3,3873.63,Paid,Delivered,2026-04-28
ORD1083,CUST0985,PROD401,1,1522.56,Failed,Processing,2026-04-17
ORD1084,CUST0310,PROD440,2,2838.7,Pending,Shipped,2026-04-23
ORD1085,CUST0813,PROD237,1,1844.6,Pending,Processing,2026-04-15
ORD1086,CUST0497,PROD129,3,5607.06,Paid,Shipped,2026-04-16
ORD1087,CUST0332,PROD298,2,3721.14,Failed,Shipped,2026-04-21
ORD1088,CUST0012,PROD461,5,5032.1,Failed,Cancelled,2026-04-11
ORD1089,CUST0734,PROD403,1,624.0,Failed,Processing,2026-04-14
ORD1090,CUST0956,PROD447,4,2385.92,Pending,Shipped,2026-04-18
ORD1091,CUST0087,PROD407,5,6099.75,Pending,Cancelled,2026-04-13
ORD1092,CUST0966,PROD356,3,4305.45,Paid,Processing,2026-04-23
ORD1093,CUST0485,PROD094,4,6489.92,Pending,Processing,2026-04-13
ORD1094,CUST0913,PROD381,4,5226.44,Paid,Shipped,2026-04-19
ORD1095,CUST0581,PROD304,3,3307.77,Pending,Delivered,2026-04-26
ORD1096,CUST0237,PROD485,3,3779.34,Pending,Processing,2026-04-23
ORD1097,CUST0217,PROD351,5,8608.4,Paid,Processing,2026-04-11
ORD1098,CUST0737,PROD184,2,1533.6,Failed,Delivered,2026-04-16
ORD1099,CUST0887,PROD498,5,8277.8,Pending,Delivered,2026-04-13
ORD1100,CUST0953,PROD408,5,3493.95,Pending,Cancelled,2026-04-20
ORD1101,CUST0986,PROD284,5,8253.8,Paid,Delivered,2026-04-19
ORD1102,CUST0587,PROD394,4,4550.96,Pending,Delivered,2026-04-20
ORD1103,CUST0953,PROD152,3,3703.08,Pending,Cancelled,2026-04-30
ORD1104,CUST0623,PROD348,1,747.56,Pending,Delivered,2026-04-26
ORD1105,CUST0301,PROD130,4,4092.68,Pending,Processing,2026-04-15
ORD1106,CUST0225,PROD052,1,292.42,Pending,Cancelled,2026-04-17
ORD1107,CUST0762,PROD013,2,541.88,Paid,Cancelled,2026-04-24
ORD1108,CUST0584,PROD115,3,4544.43,Pending,Delivered,2026-04-15
ORD1109,CUST0462,PROD045,3,1349.19,Pending,Processing,2026-04-15
ORD1110,CUST0277,PROD309,5,1793.75,Failed,Cancelled,2026-04-28
ORD1111,CUST0274,PROD181,5,5372.55,Pending,Shipped,2026-04-17
ORD1112,CUST0758,PROD387,2,823.0,Pending,Shipped,2026-04-19
ORD1113,CUST0270,PROD163,3,2143.17,Failed,Cancelled,2026-04-22
ORD1114,CUST0317,PROD191,1,845.36,Paid,Delivered,2026-04-28
ORD1115,CUST0904,PROD173,3,2023.98,Failed,Delivered,2026-04-10
ORD1116,CUST0530,PROD455,1,1712.63,Pending,Cancelled,2026-04-14
ORD1117,CUST0518,PROD352,2,2252.56,Paid,Shipped,2026-04-25
ORD1118,CUST0616,PROD403,3,1872.0,Paid,Cancelled,2026-04-23
ORD1119,CUST0861,PROD119,2,2664.42,Failed,Cancelled,2026-04-21
ORD1120,CUST0569,PROD272,5,3309.0,Pending,Shipped,2026-04-15
ORD1121,CUST0261,PROD032,5,5548.5,Pending,Shipped,2026-04-14
ORD1122,CUST0683,PROD222,1,1211.1,Paid,Delivered,2026-04-10
ORD1123,CUST0749,PROD153,3,744.84,Pending,Delivered,2026-04-16
ORD1124,CUST0205,PROD081,2,3100.02,Failed,Processing,2026-04-20
ORD1125,CUST0734,PROD150,3,949.86,Pending,Shipped,2026-04-12
ORD1126,CUST0707,PROD122,4,3498.8,Paid,Shipped,2026-04-21
ORD1127,CUST0481,PROD166,3,5267.22,Paid,Processing,2026-04-17
ORD1128,CUST1000,PROD144,1,1297.66,Paid,Delivered,2026-04-26
ORD1129,CUST0982,PROD419,4,3787.52,Paid,Processing,2026-04-12
ORD1130,CUST0678,PROD129,1,1869.02,Failed,Cancelled,2026-04-29
ORD1131,CUST0791,PROD208,2,3068.54,Failed,Cancelled,2026-04-21
ORD1132,CUST0402,PROD281,1,1833.35,Paid,Delivered,2026-04-13
ORD1133,CUST0210,PROD281,5,9166.75,Failed,Cancelled,2026-04-16
ORD1134,CUST0935,PROD054,2,3309.38,Failed,Shipped,2026-04-12
ORD1135,CUST0809,PROD140,4,3741.36,Paid,Processing,2026-04-29
ORD1136,CUST0598,PROD111,1,971.46,Pending,Cancelled,2026-04-10
ORD1137,CUST0799,PROD428,3,5448.18,Failed,Cancelled,2026-04-16
ORD1138,CUST0804,PROD188,3,4759.89,Failed,Processing,2026-04-23
ORD1139,CUST0796,PROD222,2,2422.2,Pending,Shipped,2026-04-13
ORD1140,CUST0170,PROD280,1,412.19,Pending,Cancelled,2026-04-13
ORD1141,CUST0939,PROD350,3,677.16,Paid,Cancelled,2026-04-28
ORD1142,CUST0636,PROD341,1,326.92,Pending,Delivered,2026-04-17
ORD1143,CUST0325,PROD257,4,2038.48,Pending,Delivered,2026-04-14
ORD1144,CUST0606,PROD089,3,4394.37,Failed,Shipped,2026-04-24
ORD1145,CUST0821,PROD177,4,452.8,Pending,Shipped,2026-04-29
ORD1146,CUST0044,PROD085,1,673.7,Paid,Shipped,2026-04-27
ORD1147,CUST0577,PROD276,4,5328.8,Failed,Cancelled,2026-04-26
ORD1148,CUST0889,PROD464,2,2264.92,Paid,Processing,2026-04-24
ORD1149,CUST0513,PROD027,1,894.52,Pending,Shipped,2026-04-22
ORD1150,CUST0957,PROD303,2,3321.56,Pending,Cancelled,2026-04-21
ORD1151,CUST0523,PROD356,2,2870.3,Paid,Delivered,2026-04-18
ORD1152,CUST0725,PROD176,5,7250.35,Pending,Processing,2026-04-19
ORD1153,CUST0936,PROD427,2,1066.2,Paid,Shipped,2026-04-24
ORD1154,CUST0682,PROD235,4,7836.08,Failed,Shipped,2026-04-23
ORD1155,CUST0428,PROD230,5,6598.8,Failed,Processing,2026-04-15
ORD1156,CUST0528,PROD157,3,5421.99,Pending,Delivered,2026-04-22
ORD1157,CUST0902,PROD132,4,6891.24,Paid,Delivered,2026-04-19
ORD1158,CUST0549,PROD116,4,2830.88,Paid,Processing,2026-04-26
ORD1159,CUST0662,PROD492,2,992.96,Failed,Processing,2026-04-25
ORD1160,CUST0567,PROD264,2,695.84,Failed,Delivered,2026-04-26
ORD1161,CUST0939,PROD333,3,3728.55,Paid,Shipped,2026-04-11
ORD1162,CUST0393,PROD207,2,2867.26,Failed,Shipped,2026-04-30
ORD1163,CUST0177,PROD256,3,4580.76,Paid,Delivered,2026-04-13
ORD1164,CUST0825,PROD352,2,2252.56,Pending,Cancelled,2026-04-30
ORD1165,CUST0838,PROD231,5,971.95,Paid,Cancelled,2026-04-18
ORD1166,CUST0225,PROD041,5,8905.95,Pending,Shipped,2026-04-23
ORD1167,CUST0835,PROD039,5,1586.3,Failed,Cancelled,2026-04-25
ORD1168,CUST0372,PROD147,3,1082.64,Pending,Cancelled,2026-04-20
ORD1169,CUST0247,PROD266,4,3019.12,Failed,Cancelled,2026-04-20
ORD1170,CUST0479,PROD109,4,7394.52,Failed,Shipped,2026-04-25
ORD1171,CUST0184,PROD276,3,3996.6,Pending,Shipped,2026-04-22
ORD1172,CUST0414,PROD443,5,7454.2,Pending,Processing,2026-04-27
ORD1173,CUST0759,PROD122,5,4373.5,Pending,Shipped,2026-04-21
ORD1174,CUST0971,PROD010,4,7145.84,Paid,Processing,2026-04-19
ORD1175,CUST0454,PROD469,5,7661.9,Pending,Shipped,2026-04-11
ORD1176,CUST0700,PROD478,5,9999.25,Paid,Delivered,2026-04-30
ORD1177,CUST0220,PROD373,3,398.01,Paid,Cancelled,2026-04-27
ORD1178,CUST0662,PROD435,5,4263.9,Pending,Shipped,2026-04-22
ORD1179,CUST0137,PROD459,5,6969.1,Paid,Shipped,2026-04-15
ORD1180,CUST0030,PROD381,3,3919.83,Pending,Cancelled,2026-04-20
ORD1181,CUST0007,PROD009,5,1277.15,Failed,Cancelled,2026-04-13
ORD1182,CUST0121,PROD091,5,3594.65,Failed,Delivered,2026-04-12
ORD1183,CUST0498,PROD157,4,7229.32,Failed,Delivered,2026-04-26
ORD1184,CUST0475,PROD019,2,1020.52,Paid,Cancelled,2026-04-27
ORD1185,CUST0048,PROD425,2,3655.48,Paid,Cancelled,2026-04-22
ORD1186,CUST0172,PROD162,2,1768.76,Pending,Delivered,2026-04-15
ORD1187,CUST0357,PROD464,5,5662.3,Paid,Processing,2026-04-10
ORD1188,CUST0687,PROD205,4,7498.28,Failed,Cancelled,2026-04-21
ORD1189,CUST0952,PROD181,2,2149.02,Failed,Processing,2026-04-22
ORD1190,CUST0996,PROD220,1,1432.36,Paid,Shipped,2026-04-30
ORD1191,CUST0893,PROD249,5,6767.35,Paid,Processing,2026-04-16
ORD1192,CUST0390,PROD206,1,1410.44,Pending,Processing,2026-04-12
ORD1193,CUST0855,PROD086,4,7905.0,Pending,Shipped,2026-04-12
ORD1194,CUST0482,PROD392,2,3633.12,Pending,Cancelled,2026-04-16
ORD1195,CUST0342,PROD219,1,1320.35,Pending,Cancelled,2026-04-26
ORD1196,CUST0752,PROD486,1,1492.39,Paid,Shipped,2026-04-25
ORD1197,CUST0458,PROD456,4,5862.6,Paid,Delivered,2026-04-25
ORD1198,CUST0593,PROD166,5,8778.7,Paid,Delivered,2026-04-22
ORD1199,CUST0027,PROD163,3,2143.17,Paid,Shipped,2026-04-22
ORD1200,CUST0873,PROD114,4,2877.84,Failed,Cancelled,2026-04-30
ORD1201,CUST0957,PROD069,2,126.86,Failed,Shipped,2026-04-23
ORD1202,CUST0173,PROD373,5,663.35,Failed,Shipped,2026-04-16
ORD1203,CUST0252,PROD035,4,3497.56,Pending,Processing,2026-04-30
ORD1204,CUST0603,PROD240,5,5644.7,Failed,Cancelled,2026-04-19
ORD1205,CUST0891,PROD327,4,956.2,Failed,Cancelled,2026-04-30
ORD1206,CUST0806,PROD181,2,2149.02,Pending,Shipped,2026-04-12
ORD1207,CUST0267,PROD481,3,596.82,Pending,Cancelled,2026-04-13
ORD1208,CUST0614,PROD324,5,4358.75,Paid,Shipped,2026-04-30
ORD1209,CUST0626,PROD033,4,2430.44,Pending,Cancelled,2026-04-30
ORD1210,CUST0162,PROD075,4,1424.6,Failed,Cancelled,2026-04-20
ORD1211,CUST0246,PROD252,2,1135.12,Pending,Delivered,2026-04-11
ORD1212,CUST0942,PROD416,3,3000.81,Paid,Cancelled,2026-04-16
ORD1213,CUST0556,PROD482,1,1817.89,Paid,Delivered,2026-04-18
ORD1214,CUST0863,PROD477,2,106.88,Failed,Shipped,2026-04-28
ORD1215,CUST0184,PROD323,4,1882.68,Paid,Shipped,2026-04-20
ORD1216,CUST0422,PROD457,4,3175.88,Pending,Processing,2026-04-12
ORD1217,CUST0946,PROD299,5,1894.6,Pending,Cancelled,2026-04-25
ORD1218,CUST0167,PROD075,3,1068.45,Failed,Cancelled,2026-04-30
ORD1219,CUST0206,PROD169,1,1332.41,Failed,Delivered,2026-04-14
ORD1220,CUST0390,PROD361,3,3431.79,Failed,Delivered,2026-04-21
ORD1221,CUST0707,PROD232,3,2784.69,Paid,Cancelled,2026-04-22
ORD1222,CUST0390,PROD478,5,9999.25,Paid,Cancelled,2026-04-24
ORD1223,CUST0027,PROD105,1,1733.74,Failed,Delivered,2026-04-23
ORD1224,CUST0250,PROD068,5,7448.1,Pending,Shipped,2026-04-28
ORD1225,CUST0147,PROD027,3,2683.56,Paid,Cancelled,2026-04-18
ORD1226,CUST0933,PROD219,2,2640.7,Paid,Delivered,2026-04-12
ORD1227,CUST0351,PROD078,2,3532.96,Paid,Processing,2026-04-12
ORD1228,CUST0346,PROD381,3,3919.83,Pending,Cancelled,2026-04-21
ORD1229,CUST0543,PROD008,5,4536.8,Pending,Shipped,2026-04-19
ORD1230,CUST0878,PROD089,3,4394.37,Pending,Cancelled,2026-04-30
ORD1231,CUST0689,PROD306,1,1084.74,Pending,Delivered,2026-04-28
ORD1232,CUST0451,PROD364,1,176.56,Paid,Processing,2026-04-13
ORD1233,CUST0904,PROD221,4,6057.76,Paid,Shipped,2026-04-23
ORD1234,CUST0870,PROD187,2,2852.02,Paid,Shipped,2026-04-22
ORD1235,CUST0754,PROD372,5,3231.7,Failed,Shipped,2026-04-18
ORD1236,CUST0705,PROD351,2,3443.36,Paid,Shipped,2026-04-18
ORD1237,CUST0867,PROD206,3,4231.32,Pending,Processing,2026-04-20
ORD1238,CUST0937,PROD094,3,4867.44,Pending,Cancelled,2026-04-30
ORD1239,CUST0713,PROD367,4,3284.24,Pending,Delivered,2026-04-20
ORD1240,CUST0362,PROD201,1,1772.39,Paid,Shipped,2026-04-28
ORD1241,CUST0496,PROD160,1,1152.42,Failed,Delivered,2026-04-24
ORD1242,CUST0019,PROD438,4,4011.12,Pending,Cancelled,2026-04-25
ORD1243,CUST0707,PROD019,4,2041.04,Paid,Delivered,2026-04-10
ORD1244,CUST0250,PROD143,1,820.03,Failed,Processing,2026-04-28
ORD1245,CUST0775,PROD294,3,297.21,Pending,Cancelled,2026-04-20
ORD1246,CUST0913,PROD316,1,1036.28,Pending,Delivered,2026-04-19
ORD1247,CUST0782,PROD185,2,1477.36,Paid,Delivered,2026-04-16
ORD1248,CUST0556,PROD233,5,3958.85,Paid,Shipped,2026-04-26
ORD1249,CUST0306,PROD097,5,9416.9,Pending,Shipped,2026-04-10
ORD1250,CUST0022,PROD064,5,8460.9,Failed,Shipped,2026-04-25
ORD1251,CUST0293,PROD030,3,722.91,Pending,Cancelled,2026-04-12
ORD1252,CUST0615,PROD158,3,3258.78,Pending,Shipped,2026-04-21
ORD1253,CUST0314,PROD097,5,9416.9,Pending,Cancelled,2026-04-12
ORD1254,CUST0256,PROD048,3,3599.43,Failed,Cancelled,2026-04-30
ORD1255,CUST0945,PROD159,3,4697.31,Failed,Cancelled,2026-04-12
ORD1256,CUST0303,PROD053,1,541.61,Paid,Processing,2026-04-15
ORD1257,CUST0538,PROD017,4,5211.4,Pending,Delivered,2026-04-16
ORD1258,CUST0289,PROD296,5,2041.4,Paid,Delivered,2026-04-29
ORD1259,CUST0421,PROD179,3,1791.06,Failed,Cancelled,2026-04-13
